"customer_id","product_count"
8962,6
8969,6
8970,6
8975,6
8977,6
8985,6
8996,6
9010,6
9014,6
9029,6
9058,6
9064,6
9076,6
9080,6
9081,6
9094,6
9097,6
9119,6
9120,6
9121,6
9135,6
9140,6
9145,6
9150,6
9153,6
9166,6
9167,6
9185,6
9197,6
9204,6
9206,6
9209,6
9212,6
9213,6
9214,6
9215,6
9216,6
9220,6
9224,6
9235,6
9239,6
9240,6
9242,6
9246,6
9256,6
9260,6
9262,6
9264,6
9265,6
9274,6
9283,6
9284,6
9286,6
9289,6
9291,6
9292,6
9298,6
9303,6
9305,6
9308,6
9316,6
9323,6
9336,6
9347,6
9349,6
9353,6
9360,6
9362,6
9365,6
9369,6
9370,6
9381,6
9384,6
9386,6
9392,6
9396,6
9400,6
9405,6
9422,6
9423,6
9426,6
9432,6
9449,6
9451,6
9460,6
9463,6
9467,6
9477,6
9478,6
9481,6
9483,6
9485,6
9491,6
9493,6
9495,6
9499,6
9500,6
9503,6
9504,6
9507,6
9516,6
9523,6
9529,6
9530,6
9543,6
9553,6
9559,6
9560,6
9576,6
9579,6
9589,6
9592,6
9595,6
9596,6
9597,6
9606,6
9612,6
9617,6
9624,6
9635,6
9645,6
9648,6
9653,6
9665,6
9668,6
9671,6
9672,6
9687,6
9697,6
9699,6
9701,6
9703,6
9706,6
9707,6
9710,6
9723,6
9725,6
9727,6
9729,6
9733,6
9736,6
9738,6
9739,6
9743,6
9750,6
9757,6
9760,6
9771,6
9780,6
9790,6
9797,6
9799,6
9805,6
9817,6
9826,6
9829,6
9847,6
9850,6
9855,6
9860,6
9862,6
9888,6
9904,6
9905,6
9907,6
9909,6
9916,6
9923,6
9925,6
9930,6
9931,6
9937,6
9938,6
9940,6
9949,6
9952,6
9955,6
9958,6
9960,6
9964,6
9967,6
9970,6
9971,6
9972,6
9973,6
9974,6
9977,6
9984,6
9986,6
9988,6
9999,6
10001,6
10010,6
10022,6
10031,6
10032,6
10033,6
10037,6
10057,6
10061,6
10065,6
10067,6
10069,6
10084,6
10089,6
10091,6
10092,6
10095,6
10099,6
10102,6
10104,6
10120,6
10127,6
10128,6
10129,6
10133,6
10140,6
10141,6
10142,6
10144,6
10146,6
10150,6
10151,6
10156,6
10157,6
10159,6
10160,6
10163,6
10164,6
10172,6
10175,6
10176,6
10177,6
10196,6
10203,6
10207,6
10212,6
10219,6
10232,6
10236,6
10240,6
10241,6
10242,6
10245,6
10250,6
10258,6
10260,6
10262,6
10264,6
10270,6
10277,6
10281,6
10286,6
10299,6
10304,6
10307,6
10311,6
10313,6
10314,6
10319,6
10323,6
10339,6
10340,6
10341,6
10343,6
10350,6
10352,6
10356,6
10364,6
10377,6
10379,6
10380,6
10381,6
10383,6
10390,6
10394,6
10395,6
10398,6
10401,6
10402,6
10403,6
10413,6
10420,6
10424,6
10430,6
10432,6
10446,6
10448,6
10451,6
10466,6
10469,6
10470,6
10473,6
10475,6
10476,6
10477,6
10478,6
10479,6
10486,6
10489,6
10490,6
10492,6
10500,6
10505,6
10507,6
10509,6
10513,6
10521,6
10524,6
10525,6
10530,6
10536,6
10542,6
10548,6
10552,6
10556,6
10560,6
10562,6
10573,6
10581,6
10582,6
10584,6
10590,6
10591,6
10595,6
10598,6
10602,6
10609,6
10613,6
10617,6
10619,6
10623,6
10629,6
10634,6
10637,6
10640,6
10641,6
10642,6
10643,6
10648,6
10652,6
10659,6
10660,6
10664,6
10669,6
10673,6
10675,6
10676,6
10678,6
10680,6
10681,6
10686,6
10691,6
10699,6
10701,6
10702,6
10703,6
10704,6
10708,6
10710,6
10711,6
10722,6
10727,6
10735,6
10736,6
10738,6
10741,6
10742,6
10749,6
10755,6
